# CIE bound-bound cooling efficiency for S (Z=16)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_S0           L_S1           L_S2           L_S3           L_S4           L_S5           L_S6           L_S7           L_S8           L_S9           L_S10          L_S11          L_S12          L_S13          L_S14          L_S15          L_S16        
         7.7000   0.000000e+00   1.124150e-23   4.496600e-23   1.011735e-22   1.798640e-22   2.810375e-22   4.052653e-22   5.702867e-22   7.512803e-22   9.595284e-22   1.198944e-21   1.465263e-21   1.761578e-21   2.097469e-21   2.453774e-21   3.271398e-21   3.722303e-21
         7.7500   0.000000e+00   1.190760e-23   4.763041e-23   1.071684e-22   1.905216e-22   2.976900e-22   4.286736e-22   6.007857e-22   7.907064e-22   1.008904e-21   1.259105e-21   1.537337e-21   1.846563e-21   2.196076e-21   2.567535e-21   3.457221e-21   3.941024e-21
         7.8000   0.000000e+00   1.261317e-23   5.045268e-23   1.135185e-22   2.018107e-22   3.153293e-22   4.540742e-22   6.333103e-22   8.327914e-22   1.061653e-21   1.323426e-21   1.614412e-21   1.937445e-21   2.301471e-21   2.688982e-21   3.644138e-21   4.161591e-21
         7.8500   0.000000e+00   1.336055e-23   5.344219e-23   1.202449e-22   2.137688e-22   3.340137e-22   4.809797e-22   6.679707e-22   8.776828e-22   1.117969e-21   1.392160e-21   1.696816e-21   2.034632e-21   2.414176e-21   2.818824e-21   3.831915e-21   4.383321e-21
         7.9000   0.000000e+00   1.415221e-23   5.660884e-23   1.273699e-22   2.264354e-22   3.538053e-22   5.094796e-22   7.048832e-22   9.255344e-22   1.178050e-21   1.465563e-21   1.784877e-21   2.138539e-21   2.534704e-21   2.957676e-21   4.020692e-21   4.606056e-21
         7.9500   0.000000e+00   1.499078e-23   5.996313e-23   1.349170e-22   2.398525e-22   3.747695e-22   5.396681e-22   7.441699e-22   9.765068e-22   1.242105e-21   1.543899e-21   1.878923e-21   2.249577e-21   2.663575e-21   3.106161e-21   4.211101e-21   4.830154e-21
         8.0000   0.000000e+00   1.587904e-23   6.351617e-23   1.429114e-22   2.540647e-22   3.969760e-22   5.716455e-22   7.859611e-22   1.030770e-21   1.310348e-21   1.627439e-21   1.979292e-21   2.368158e-21   2.801311e-21   3.264911e-21   4.404145e-21   5.056490e-21
         8.0500   0.000000e+00   1.681993e-23   6.727974e-23   1.513794e-22   2.691189e-22   4.204983e-22   6.055176e-22   8.303938e-22   1.088503e-21   1.383008e-21   1.716468e-21   2.086333e-21   2.494710e-21   2.948429e-21   3.434550e-21   4.601197e-21   5.286398e-21
         8.1000   0.000000e+00   1.781658e-23   7.126631e-23   1.603492e-22   2.850652e-22   4.454144e-22   6.413968e-22   8.776130e-22   1.149896e-21   1.460325e-21   1.811285e-21   2.200411e-21   2.629672e-21   3.105463e-21   3.615709e-21   4.803865e-21   5.521597e-21
         8.1500   0.000000e+00   1.887228e-23   7.548910e-23   1.698505e-22   3.019564e-22   4.718069e-22   6.794019e-22   9.277738e-22   1.215150e-21   1.542554e-21   1.912202e-21   2.321907e-21   2.773503e-21   3.272963e-21   3.809037e-21   5.013972e-21   5.764083e-21
         8.2000   0.000000e+00   1.999053e-23   7.996212e-23   1.799148e-22   3.198485e-22   4.997632e-22   7.196590e-22   9.810419e-22   1.284479e-21   1.629964e-21   2.019555e-21   2.451226e-21   2.926685e-21   3.451501e-21   4.015208e-21   5.233380e-21   6.016029e-21
         8.2500   0.000000e+00   2.117504e-23   8.470017e-23   1.905754e-22   3.388007e-22   5.293761e-22   7.623015e-22   1.037590e-21   1.358111e-21   1.722841e-21   2.133696e-21   2.588794e-21   3.089725e-21   3.641678e-21   4.234921e-21   5.464050e-21   6.279693e-21
         8.3000   0.000000e+00   2.242974e-23   8.971897e-23   2.018677e-22   3.588759e-22   5.607436e-22   8.074707e-22   1.099057e-21   1.436286e-21   1.821491e-21   2.254998e-21   2.735064e-21   3.263164e-21   3.844125e-21   4.468911e-21   5.707964e-21   6.557389e-21
         8.3500   0.000000e+00   2.375879e-23   9.503515e-23   2.138291e-22   3.801406e-22   5.939697e-22   8.553164e-22   1.164181e-21   1.520562e-21   1.926239e-21   2.383858e-21   2.890514e-21   3.447572e-21   4.059513e-21   4.717954e-21   5.966924e-21   6.851465e-21
         8.4000   0.000000e+00   2.516658e-23   1.006663e-22   2.264993e-22   4.026654e-22   6.291646e-22   9.059971e-22   1.233163e-21   1.610661e-21   2.038493e-21   2.520703e-21   3.055652e-21   3.643549e-21   4.288550e-21   4.982876e-21   6.242611e-21   7.163948e-21
         8.4500   0.000000e+00   2.665780e-23   1.066312e-22   2.399202e-22   4.265248e-22   6.664450e-22   9.596808e-22   1.306232e-21   1.706099e-21   2.159282e-21   2.665975e-21   3.231025e-21   3.851739e-21   4.531987e-21   5.264544e-21   6.536807e-21   7.496866e-21
         8.5000   0.000000e+00   2.823737e-23   1.129495e-22   2.541364e-22   4.517980e-22   7.059343e-22   1.016545e-21   1.383631e-21   1.807192e-21   2.287227e-21   2.823737e-21   3.417203e-21   4.072831e-21   4.790617e-21   5.563880e-21   6.851297e-21   7.852367e-21
         8.5500   0.000000e+00   2.991054e-23   1.196422e-22   2.691949e-22   4.785687e-22   7.477636e-22   1.076780e-21   1.465617e-21   1.914275e-21   2.422754e-21   2.991054e-21   3.619176e-21   4.307540e-21   5.065296e-21   5.881864e-21   7.187606e-21   8.232467e-21
         8.6000   0.000000e+00   3.168285e-23   1.267314e-22   2.851457e-22   5.069256e-22   7.920713e-22   1.140583e-21   1.552460e-21   2.027703e-21   2.566311e-21   3.168285e-21   3.833625e-21   4.562331e-21   5.356922e-21   6.219548e-21   7.547251e-21   8.638951e-21
         8.6500   0.000000e+00   3.356018e-23   1.342407e-22   3.020416e-22   5.369629e-22   8.390045e-22   1.208166e-21   1.644449e-21   2.147852e-21   2.718375e-21   3.356018e-21   4.060782e-21   4.832666e-21   5.671670e-21   6.578026e-21   7.931782e-21   9.073623e-21
         8.7000   0.000000e+00   3.554875e-23   1.421950e-22   3.199387e-22   5.687799e-22   8.887186e-22   1.279755e-21   1.741889e-21   2.275120e-21   2.879448e-21   3.554875e-21   4.301398e-21   5.119019e-21   6.007738e-21   6.967554e-21   8.342733e-21   9.538325e-21
         8.7500   0.000000e+00   3.765514e-23   1.506206e-22   3.388963e-22   6.024823e-22   9.413785e-22   1.355585e-21   1.845102e-21   2.409929e-21   3.050066e-21   3.765514e-21   4.556272e-21   5.422340e-21   6.363719e-21   7.380408e-21   8.781643e-21   1.003487e-20
         8.8000   0.000000e+00   3.988635e-23   1.595454e-22   3.589771e-22   6.381816e-22   9.971587e-22   1.435909e-21   1.954431e-21   2.552726e-21   3.230794e-21   3.988635e-21   4.826248e-21   5.743634e-21   6.740793e-21   7.817724e-21   9.250097e-21   1.056508e-20
         8.8500   0.000000e+00   4.224976e-23   1.689991e-22   3.802479e-22   6.759962e-22   1.056244e-21   1.520991e-21   2.070238e-21   2.703985e-21   3.422231e-21   4.224976e-21   5.112221e-21   6.083966e-21   7.140210e-21   8.280954e-21   9.749731e-21   1.113087e-20
         8.9000   0.000000e+00   4.475322e-23   1.790129e-22   4.027790e-22   7.160515e-22   1.118830e-21   1.611116e-21   2.192908e-21   2.864206e-21   3.625011e-21   4.475322e-21   5.415140e-21   6.444464e-21   7.563294e-21   8.771631e-21   1.028225e-20   1.173419e-20
         8.9500   0.000000e+00   4.740501e-23   1.896201e-22   4.266451e-22   7.584802e-22   1.185125e-21   1.706581e-21   2.322846e-21   3.033921e-21   3.839806e-21   4.740501e-21   5.736007e-21   6.826322e-21   8.011447e-21   9.291383e-21   1.084943e-20   1.237708e-20
         9.0000   0.000000e+00   5.021394e-23   2.008558e-22   4.519254e-22   8.034230e-22   1.255348e-21   1.807702e-21   2.460483e-21   3.213692e-21   4.067329e-21   5.021394e-21   6.075887e-21   7.230807e-21   8.486156e-21   9.841932e-21   1.145317e-20   1.306170e-20
